sitenumber,sitename,depth,cal age,beech,birch,chestnut,hemlock,hickory,maple,oak,pine,spruce,other
1,aino,1,-41.4618,22,162,2,38,6,18,139,82,10,30
1,aino,3,-34.3854,39,160,5,64,2,18,121,62,10,43
1,aino,5,-27.309,43,187,5,46,8,27,92,71,14,39
1,aino,7,-20.2326,26,164,8,57,8,15,153,74,11,33
1,aino,9,-13.1562,37,187,11,57,1,17,115,75,12,39
1,aino,11,-6.0798,38,151,5,50,2,11,112,93,11,38
1,aino,13,0.9966,26,191,9,49,5,28,113,73,6,52
1,aino,15,8.073,46,187,6,26,2,17,141,77,11,42
1,aino,17,15.1494,32,199,11,50,0,14,124,65,13,57
1,aino,19,22.2258,43,207,11,44,3,17,98,83,10,45
1,aino,21,29.3022,49,194,11,57,2,12,107,71,21,43
1,aino,23,36.3786,26,187,9,61,2,20,122,85,13.5,39.5
1,aino,25,43.455,29,194,11,63,5,17,98,82,12,39
1,aino,27,50.5314,46,164,12,47,3,25,103,100,11,38
1,aino,29,57.6078,40,162,10,46,8,15,92,96,8,33
1,aino,31,64.6842,34,188,11,47,3,12,115,79,22,49
1,aino,33,71.7606,38,179,6,40,3,24,106,100,18,43
1,aino,35,98.425,43,144,12,60,0,22,116,106,12.5,34.5
1,aino,37,144.659,44,138,3,98,5,14,80,117,21.5,39.5
1,aino,39,190.893,38,125,15,89,5,23,175,109,10.5,31.5
1,aino,41,226.021,65,90,11,95,5,28,104,82,10,41
1,aino,43,250.063,50,129,20,95,3,12,96,93,19,51
1,aino,45,274.105,67,151,5,87,5,8,101,86,17,41
1,aino,47,298.147,69,104,17,95,5,15,107,54,21,50
1,aino,49,322.189,61,133,5,118,3,13,95,79,14,41
1,aino,51,346.231,67,138,3,92,8,14,115,61,9,32
1,aino,53,370.273,60,147,8,96,5,18,92,66,16,39
1,aino,55,394.315,58,132,11,113,2,10,99,63,39,65
1,aino,57,418.357,63,121,12,115,0,22,90,75,11,40
1,aino,59,442.399,64,130,12,122,0,17,75,42,21,56
1,aino,61,466.441,61,147,6,93,9,11,92,93,18,45
1,aino,63,490.483,93,113,6,84,6,8,73,75,26.5,56.5
1,aino,65,514.525,78,181,0,77,2,18,73,59,21.5,54.5
1,aino,67,538.567,81,138,8,115,5,8,80,74,25.5,58.5
1,aino,69,562.609,89,132,8,142,3,17,66,59,30,55
1,aino,71,586.651,92,125,6,122,9,11,69,63,19,44
1,aino,73,610.693,107,115,3,115,0,20,52,54,34,62
1,aino,75,634.735,67,115,9,118,3,23,54,77,26.5,51.5
1,aino,77,658.777,110,104,5,107,3,22,63,59,13.5,45.5
1,aino,79,685.257,122,96,2,124,5,6,64,54,35.5,47.5
1,aino,81,714.223,107,129,12,98,6,15,84,57,19.5,43.5
1,aino,83,743.189,113,109,3,115,3,14,80,45,23.5,48.5
1,aino,85,772.155,119,107,3,114,2,9,65,59,20,45
1,aino,87,801.121,104,128,5,110,6,10,70,45,20.5,39.5
1,aino,89,830.087,98,93,6,116,3,17,78,59,35.5,53.5
1,aino,91,858.728,116,115,3,119,11,13,64,48,24.5,41.5
1,aino,93,887.064,86,88,6,166,6,8,91,39,24.5,38.5
1,aino,102,1014.576,110,88,2,147,5,21,78,46,12,30
1,aino,104,1042.912,119,86,2,141,5,17,70,44,18.5,37.5
1,aino,106,1071.248,102,84,3,119,6,23,76,50,39,57
1,aino,108,1099.584,112,82,0,149,5,14,78,47,18,35
1,aino,110,1142.12,110,83,3,129,6,11,90,46,26,50
1,aino,112,1198.584,132,98,5,114,10,15,78,26,20.5,40.5
1,aino,114,1255.048,99,110,6,116,6,10,93,43,18,37
1,aino,116,1311.512,110,104,7,113,3,16,75,42,33,58
1,aino,118,1367.976,113,92,5,150,2,14,63,43,28,48
1,aino,120,1424.44,111,101,2,121,7,11,75,47.5,7.5,23.5
1,aino,124,1537.368,145,77,3,102,10,17,63,48.5,13,28
1,aino,128,1650.296,159,87,1,103,5,9,63,38.5,10,23
1,aino,132,1763.224,141,79,1,129,5,9,54,44,9.5,24.5
1,aino,136,1876.152,123,78,1,142,4,6,69,54.5,15.5,29.5
1,aino,140,1989.08,126,71,0,149,7,14,58,71.5,5.5,23.5
1,aino,144,2102.008,108,75,0,159,4,11,64,71,12,34
1,aino,148,2214.936,135,95,2,128,6,15,83,58,5,23
1,aino,152,2327.864,106,90,3,169,4,15,69,53,6,25
1,aino,156,2440.792,111,87,4,126,2,15,76,49.5,11.5,30.5
1,aino,160,2553.72,116,96,1,124,6,16,66,55,6,25
1,aino,164,2666.648,111,107,2,143,2,17,73,67.5,7,22
1,aino,168,2779.576,128,79,0,141,6,6,60,51.5,4,24
1,aino,172,2892.504,121,98,1,113,13,10,69,57.5,5,28
1,aino,176,3005.432,131,77,0,138,4,16,55,44,5.5,26.5
1,aino,180,3118.36,131,75,2,116,7,12,73,70.5,3,19
1,aino,184,3231.288,143,85,0,157,6,11,58,61.5,3,13
1,aino,188,3344.216,150,78,0,131,5,17,66,84.5,3,25
1,aino,200,3683,144,59,1,128,3,18,63,69,5,15
1,aino,204,3795.928,132,52,1,126,6,11,62,82.5,3,19
1,aino,208,3908.856,140,53,1,126,5,13,60,65.5,5.5,16.5
2,benson,0,-54,44,135,0,52,13,16,77,38.5,2,59
2,benson,5,7,35,126,3,32,10,13,53,29,1.5,29
2,benson,10,68,52,159,1,45.5,8,15,62,20.5,5,36
2,benson,15,129,61,182,5,85,12,24,115,28,2,52
2,benson,20,190,75,129,4,97,14,21,63,16.5,2,39
2,benson,25,374.265,45,130,5,119,11,11,110,14,1,35
2,benson,30,558.53,109,140,4,155.5,17,16,77,16.5,4,34.5
2,benson,40,927.06,92,111,3,158.5,19,15,50,20,3,22
2,benson,50,1295.59,67,150,4,142,17,12,79,27,1.5,25
2,benson,60,1664.12,87,83,1,165.5,14,20,67,13,1,29
2,benson,70,2032.65,109,98,0,128.5,9,20,68,19.5,0.5,26
2,benson,80,2401.18,94,103,3,156,2,20,61,17,3,37
2,benson,90,2708.74,62,117,3,163,20,20,50,19,7,51
2,benson,100,2975.69,98,92,1,123.5,10,21,55,24.5,2.5,19
3,BerryW,0,-51,28,167,4,26,19,16,140,53,6,52
3,BerryW,4,-41.25,44,160,1,20,13,8,153,44.5,2,43
3,BerryW,8,-31.5,44,149,4,35,6,19,132,61.5,6.5,58
3,BerryW,12,-21.75,36,155,0,27,13,11,123,59,11.5,60
3,BerryW,16,-12,37,149,5,22,9,19,136,56,3,41
3,BerryW,20,-2.25,44,157,4,16,9,32,138,45,4.5,55
3,BerryW,24,7.5,59,151,5,21,11,14,132,44.5,6,57
3,BerryW,28,17.25,34,163,7,22,14,12,99,54,4,63
3,BerryW,32,27,44,153,19,36,6,15,95,26,3,74
3,BerryW,36,36.75,57,172,5,32,8,13,116,41.5,7.5,80
3,BerryW,40,46.5,45,155,17,24,12,4,107,44.5,7,45
3,BerryW,44,56.25,56,137,17,33,9,11,95,34.5,13,38
3,BerryW,48,66,62,149,7,34,4,26,156,46,10,36
3,BerryW,52,75.75,67,140,7,33,5,16,116,45.5,9.5,24
3,BerryW,56,85.5,76,147,13,44,13,17,108,72.5,10.5,79
3,BerryW,60,95.25,79,137,8,40,12,10,99,52.5,8.5,28
3,BerryW,64,105,72,156,28,43,8,21,130,43.5,8.5,44
3,BerryW,68,114.75,77,174,15,39,9,9,91,34.5,4,23
3,BerryW,72,124.5,79,136,11,30,7,16,111,36,6.5,37
3,BerryW,76,134.25,72,161,34,33,11,13,87,27,4,42
3,BerryW,80,144,55,148,24,32,6,13,112,47.5,2.5,43
3,BerryW,84,153.75,64,125,1,50,10,20,125,49,0,29
3,BerryW,88,163.5,57,150,23,35,18,9,142,39.5,7.5,48
3,BerryW,92,173.25,53,175,11,28,7,16,136,19.5,2.5,24
3,BerryW,96,183,58,136,8,31,6,19,125,48,7,52
3,BerryW,100,224.14,77,184,12,34,7,8,127,44,4,39
3,BerryW,104,265.252,65,155,41,33,6,20,129,48,4,42
3,BerryW,108,306.364,67,147,22,31,20,13,81,28.5,3.5,33
3,BerryW,112,347.476,39,149,32,37,13,22,116,41.5,5.5,58
3,BerryW,116,388.588,83,181,21,35,12,15,108,35.5,4.5,48
3,BerryW,120,429.7,94,126,25,27,8,22,126,29,4,72
3,BerryW,124,470.812,102,152,29,31,8,20,111,23,6,32
3,BerryW,128,511.924,64,142,23,57,9,17,106,27.5,5.5,45
3,BerryW,132,553.036,102,146,30,42,7,16,71,27,2,31
3,BerryW,136,594.148,72,98,20,46,14,27,153,36.5,4,61
3,BerryW,140,635.26,95,149,10,26,15,20,98,22.5,4,59
3,BerryW,144,676.372,98,166,20,32,24,14,150,22,3,54
3,BerryW,148,717.484,94,151,15,33,14,12,142,17.5,2,40
3,BerryW,152,758.596,89,128,18,40,15,25,142,28,2.5,68
3,BerryW,156,799.708,121,148,14,33,18,12,98,23,5,44
3,BerryW,160,840.82,84,127,29,33,15,22,158,22.5,4.5,35
3,BerryW,164,881.932,89,148,13,22,14,29,102,24.5,4,38
3,BerryW,168,923.044,102,119,6,33,10,19,163,36,2,63
3,BerryW,172,964.156,145,176,18,61,13,35,145,27,4,57
3,BerryW,176,1005.268,159,106,10,45,14,8,85,35,0,43
3,BerryW,180,1046.38,149,113,19,45,14,16,115,26,2,37
3,BerryW,183,1077.214,137,107,4,49,23,17,85,20.5,2,39
3,BerryW,184,1087.492,119,147,7,22,12,16,97,24,2,53
3,BerryW,188,1128.604,138,142,10,25,18,17,75,19.5,1,24
3,BerryW,192,1169.716,167,111,4,35,7,10,65,27,2,29
3,BerryW,196,1210.828,171,139,9,39,10,16,71,16.5,1,33
3,BerryW,200,1251.94,130,112,11,35,14,22,104,36,0,42
3,BerryW,204,1293.052,154,163,9,30,9,14,84,19.5,0,49
3,BerryW,208,1334.164,152,111,8,39,17,17,81,33,0,19
3,BerryW,212,1375.276,168,141,5,36,22,22,95,21,3,46
3,BerryW,216,1416.388,133,121,5,35,24,24,106,34,1,41
3,BerryW,220,1457.5,171,107,6,35,11,19,70,23,1,43
3,BerryW,224,1498.612,151,144,5,38,28,23,82,22,1,40
3,BerryW,228,1539.724,157,126,7,21,18,29,98,29,0,36
3,BerryW,232,1580.836,154,124,7,26,17,10,99,14,0,35
3,BerryW,236,1621.948,206,81,6,42,16,21,78,29.5,0,29
3,BerryW,240,1663.06,166,84,9,46,25,15,86,36,0,38
3,BerryW,244,1704.172,204,114,3,22,19,19,103,24,1,29
3,BerryW,248,1745.284,138,114,5,32,20,16,82,32,2.5,29
3,BerryW,252,1786.396,141,108,5,24,14,25,105,37.5,0.5,45
3,BerryW,256,1827.508,140,102,5,35,33,25,95,28,0.5,50
3,BerryW,260,1868.62,130,100,4,27,20,28,126,37,0,44
3,BerryW,264,1909.732,138,116,1,38,19,22,90,25.5,1,43
3,BerryW,268,1950.844,160,127,3,21,11,39,86,34,1,25
3,BerryW,272,1991.956,149,108,0,15,11,20,103,34.5,0.5,48
3,BerryW,276,2033.068,185,100,3,22,15,30,95,30,0,27
3,BerryW,280,2074.18,187,98,7,13,7,21,93,32,0,31
3,BerryW,306,2341.408,146,113,3,18,18,40,123,46.5,1,48
3,BerryW,310,2382.52,104,117,3,14,23,28,155,38,0,36
3,BerryW,314,2423.632,126,123,0,10,16,28,159,45,0,32
3,BerryW,318,2464.744,120,82,1,11,12,19,136,45.5,1.5,51
3,BerryW,322,2505.856,149,97,5,11,9,27,108,42.5,1,37
3,BerryW,326,2546.968,169,108,2,18,14,22,132,42.5,1,52
3,BerryW,330,2588.08,133,86,2,12,12,32,135,32.5,0,51
3,BerryW,334,2629.192,136,86,0,15,15,26,136,43,0,47
3,BerryW,338,2670.304,133,115,2,9,19,17,134,25.5,0,38
3,BerryW,342,2711.416,149,88,3,12,11,18,128,39,0,45
3,BerryW,346,2752.528,148,121,1,15,17,24,136,33.5,0,38
3,BerryW,350,2793.64,175,103,0,14,11,22,132,41,0,29
3,BerryW,354,2834.752,181,97,1,12,19,26,121,30,0,27
3,BerryW,358,2875.864,152,96,0,6,18,21,134,18.5,0,37
3,BerryW,362,2916.976,169,126,0,12,18,27,126,41.5,0,40
3,BerryW,366,2958.088,173,126,0,9,16,29,142,32.5,0,39
4,Blood,1,-47.0139,15,132,15,16,22,13,169,69,4,32
4,Blood,2,-43.0278,5,70,3,12,18,9,108,55,1,17
4,Blood,4,-35.0556,14,114,4,12,14,14,167,62,1,22
4,Blood,6,-27.0834,2,76,3,13,16,6,113,62,3,21
4,Blood,8,-19.1112,13,83,12,43,20,11,164,73,8,27
4,Blood,10,-11.139,1,60,1,16,13,4,91,47,2,15
4,Blood,12,-3.1668,14,126,5,25,24,14,173,68,5,30
4,Blood,14,4.8054,17,118,11,12,23,11,163,75,5,26
4,Blood,16,12.7776,15,105,8,21,16,11,189,83,2,53
4,Blood,18,20.7498,16,109,5,20,18,14,185,80,4,42
4,Blood,20,28.722,10,115,5,13,21,8,196,72,2,40
4,Blood,22,36.6942,16,117,3,17,20,14,209,77,5,43
4,Blood,24,44.6664,8,111,14,19,21,17,215,95,3,49
4,Blood,26,52.6386,8,112,5,9,13,21,200,81,9,41
4,Blood,28,60.6108,8,128,4,24,12,7,169,93,4,57
4,Blood,30,68.583,15,104,6,27,19,12,158,74,3,33
4,Blood,32,76.5552,13,117,12,33,13,26,206,79,5,51
4,Blood,34,84.5274,9,95,7,21,18,8,163,81,4,22
4,Blood,36,92.4996,18,100,5,21,26,12,171,70,7,37
4,Blood,38,100.4718,21,91,7,44,29,12,166,83,3,24
4,Blood,40,108.444,16,104,23,18,14,12,182,66,3,48
4,Blood,44,124.3884,17,109,15,19,20,10,150,92,8,24
4,Blood,52,156.2772,20,98,17,33,12,7,173,115,8,23
4,Blood,56,172.2216,20,79,16,22,13,7,161,89,5,43
4,Blood,60,188.166,31,84,12,47,16,8,196,114,4,31
4,Blood,64,204.1104,20,66,19,18,18,8,174,86,9,40
4,Blood,72,235.9992,17,81,10,35,17,11,215,71,6,20
4,Blood,80,424,25,69,4,44,22,5,234,64,0,29
4,Blood,88,612,34,79,10,34,30,8,225,77,7,30
4,Blood,96,768.406,39,105,17,66,20,10,216,88,4,29
4,Blood,104,872.214,47,104,17,53,20,12,229,110,4,41
4,Blood,112,976.022,50,100,21,35,0,9,171,100,3,26
4,Blood,120,1079.83,75,86,8,37,22,6,208,132,2,29
4,Blood,128,1183.638,50,93,2,55,13,8,202,108,3,30
4,Blood,136,1287.446,46,82,4,44,17,6,193,103,2,27
4,Blood,144,1410.526,36,91,3,46,27,8,211,101,3,25
4,Blood,152,1531.398,56,98,1,52,16,5,192,85,2,26
4,Blood,160,1652.27,66,110,4,48,21,6,172,100,2,40
4,Blood,168,1773.142,94,114,2,53,15,4,164,85,1,27
4,Blood,176,1894.014,77,116,3,45,25,13,194,106,0,31
4,Blood,180,1954.45,66,57,3,40,17,11,198,78,2,22
4,Blood,188,2158.016,74,54,2,40,16,17,283,68,0,39
4,Blood,196,2373.472,95,47,2,38,26,7,233,54,1,27
4,Blood,204,2588.928,84,65,1,32,21,12,262,46,0,24
4,Blood,212,2804.384,50,53,1,30,23,8,281,41,0,38
4,Blood,220,3019.84,41,39,2,26,30,11,302,39,0,39
4,Blood,224,3127.568,35,41,2,23,22,10,302,38,1,34
4,Blood,240,3306.68,53,48,2,22,28,15,248,44,0,32
4,Blood,248,3387.824,57,54,1,33,19,10,260,47,0,32
4,Blood,256,3468.968,57,67,2,27,33,18,317,57,0,44
4,Blood,260,3509.54,47,39,0,8,21,6,303,34,0,24
4,Blood,264,3567.85,39,47,0,15,18,8,301,29,0,38
4,Blood,272,3684.69,39,37,1,4,28,10,324,29,2,33
4,Blood,280,3801.53,34,42,3,10,27,16,281,54,0,39
4,Blood,288,3918.37,30,47,1,10,30,7,311,44,1,25
4,Blood,296,4035.21,28,32,1,7,25,18,324,30,1,33
4,Blood,304,4171.58,29,37,1,4,32,15,304,42,0,36
4,Blood,312,4314.34,37,34,1,5,30,15,303,39,0,50
4,Blood,320,4457.1,31,48,2,4,35,18,295,24,1,31
4,Blood,328,4599.86,44,43,1,6,30,16,256,40,0,43
4,Blood,336,4742.62,44,54,0,5,40,14,307,48,0,40
4,Blood,344,4885.38,48,48,1,11,37,15,321,31,1,46
4,Blood,352,5028.14,59,66,2,11,47,23,363,28,1,68
4,Blood,358,5139.376,43,51,0,11,33,9,271,13,1,42
4,Blood,360,5179.22,57,55,0,27,35,12,342,24,2,50
4,Blood,368,5338.596,46,50,2,56,50,16,242,24,0,44
4,Blood,376,5497.972,42,39,0,52,35,15,223,37,0,36
4,Blood,384,5657.348,47,42,1,61,26,15,266,28,0,49
4,Blood,392,5816.724,67,37,0,52,13,13,303,38,1,42
4,Blood,396,5896.412,51,27,0,46,11,4,266,20,0,48
4,Blood,400,5976.1,64,25,1,44,11,11,270,34,0,37
4,Blood,404,6055.788,52,23,0,32,4,11,284,22,0,46
4,Blood,408,6135.476,55,28,0,53,6,14,274,28,0,52
4,Blood,416,6294.852,48,35,0,49,4,13,284,24,0,37
4,Blood,424,6465.308,75,31,1,69,3,7,248,21,0,27
4,Blood,432,6646.644,69,35,1,78,5,14,269,33,0,39
4,Blood,440,6827.98,99,50,0,62,1,8,319,25,0,45
4,Blood,444,6918.648,153,41,0,30,2,9,202,14,0,35
4,Blood,448,7009.316,141,47,1,54,3,10,190,22,0,45
4,Blood,452,7099.984,108,35,0,24,2,6,253,18,0,44
4,Blood,456,7190.652,76,30,0,49,1,12,286,25,1,44
4,Blood,472,7553.324,37,34,0,28,2,9,332,15,0,50
4,Blood,476,7643.992,30,40,0,37,1,11,321,28,0,33
4,Blood,480,7734.66,31,37,0,36,1,12,308,25,0,35
4,Blood,496,7877.5424,29,32,1,45,1,6,308,58,3,22
4,Blood,506,7966.9364,22,35,0,26,2,12,300,73,0,26
4,Blood,516,8056.3304,22,50,0,21,0,15,334,81,1,25
4,Blood,536,8235.1184,16,51,0,30,1,14,289,84,1,26
4,Blood,546,8324.5124,11,54,0,34,1,10,267,72,2,27
4,Blood,556,8413.9064,16,48,0,16,2,13,262,90,3,23
4,Blood,566,8503.3004,14,59,1,24,2,7,257,84,2,17
4,Blood,576,8592.6944,17,50,0,23,2,10,257,85,2,37
4,Blood,596,8771.4824,11,62,1,25,0,9,262,82,4,28
4,Blood,616,8950.2704,11,40,0,22,0,9,284,68,1,23
4,Blood,636,9129.0584,10,37,3,24,1,7,294,72,1,28
4,Blood,656,9271.6512,5,79,1,25,0,7,276,94,2,37
4,Blood,676,9384.5552,2,44,0,27,0,9,274,102,1,36
4,Blood,696,9497.4592,2,37,0,32,1,4,241,113,1,33
4,Blood,706,9553.9112,4,40,0,28,0,4,228,127,2,26
4,Blood,716,9610.3632,2,33,1,17,0,11,246,135,5,31
4,Blood,726,9666.8152,1,36,0,24,1,5,230,130,2,36
4,Blood,736,9723.2672,11,56,1,34,2,11,246,87,3,38
4,Blood,756,9836.1712,2,34,0,33,1,6,162,140,2,25
4,Blood,776,9949.0752,0,29,2,30,0,4,194,185,0,29
4,Blood,796,10061.9792,1,64,0,46,1,3,116,199,0,37
4,Blood,806,10120.4024,1,48,0,50,3,7,133,203,4,29
4,Blood,816,10180.2064,0,37,1,97,0,6,73,214,3,31
4,Blood,826,10240.0104,0,36,1,83,1,9,142,164,3,44
4,Blood,836,10299.8144,13,52,1,69,2,7,174,169,5,35
4,Blood,846,10359.6184,0,24,0,120,0,5,118,187,4,31
4,Blood,856,10419.4224,2,29,1,106,0,15,88,263,2,22
4,Blood,866,10479.2264,1,25,0,84,0,6,91,251,4,35
4,Blood,876,10539.0304,0,34,1,88,0,5,70,275,3,32
4,Blood,886,10598.8344,1,21,0,95,1,4,64,290,7,21
4,Blood,896,10658.6384,1,30,0,100,0,6,80,234,4,32
4,Blood,906,10718.4424,0,14,0,135,0,10,47,262,6,22
4,Blood,916,10778.2464,0,18,0,126,0,5,95,243,6,39
4,Blood,926,10838.0504,1,25,0,95,0,7,74,268,7,29
4,Blood,936,10897.8544,22,32,1,69,3,9,146,192,3,35
4,Blood,946,10957.6584,2,21,0,55,2,8,133,237,3,34
4,Blood,956,11022.1876,2,33,0,47,0,15,138,387,3,64
4,Blood,966,11097.5086,0,43,0,9,0,2,133,272,5,34
4,Blood,976,11172.8296,0,32,0,3,1,11,166,247,6,39
4,Blood,996,11323.4716,0,50,1,2,0,15,165,210,8,42
4,Blood,1016,11474.1136,0,57,0,1,0,23,59,302,6,42
4,Blood,1036,11624.7556,3,62,1,16,0,17,142,215,4,31
4,Blood,1056,11775.3976,1,124,1,6,1,8,26,194,37,65
4,Blood,1076,11926.0396,1,125,0,8,0,2,17,187,58,58
4,Blood,1096,12076.6816,1,92,0,8,0,1,16,143,63,76
4,Blood,1116,12227.3236,1,115,0,2,0,4,14,88,134,71
4,Blood,1126,12302.6446,0,94,0,4,0,1,3,57,85,27
4,Blood,1130,12332.773,3,100,0,11,1,2,29,132,169,58
4,Blood,1146,12453.2866,0,72,1,6,0,0,12,82,118,43
4,Blood,1156,12528.6076,0,102,1,3,0,1,3,88,166,45
4,Blood,1176,12679.2496,0,18,0,2,0,0,8,101,192,31
4,Blood,1196,12829.8916,0,15,0,0,1,0,17,79,268,49
4,Blood,1216,12980.5336,0,18,0,1,0,1,11,131,255,52
4,Blood,1236,13131.1756,0,18,0,6,3,2,37,201,154,44
4,Blood,1256,13281.8176,1,15,0,0,0,0,20,180,211,53
4,Blood,1276,13529.544,1,17,0,0,0,0,22,148,231,57
4,Blood,1296,13856.924,1,25,0,1,0,1,27,95,269,59
4,Blood,1316,14184.304,1,17,0,0,2,2,39,86,244,69
4,Blood,1356,14886.5,0,47,0,0,0,3,17,54,68,31
5,Doe,0,-52,16,113,2,18,10,5,209,104,4,28
5,Doe,4,-42.044,31,95,8,15,9,6,214,111,2,26
5,Doe,8,-32.088,15,101,6,13,9,3,224,102,2,30
5,Doe,12,-22.132,15,123,5,15,6,9,218,77,4,48
5,Doe,16,-12.176,20,132,5,23,14,6,191,87,6,45
5,Doe,20,-2.22,11,135,9,19,7,2,220,78,3,31
5,Doe,24,7.736,14,136,6,25,16,8,189,80,2,30
5,Doe,28,17.692,18,126,12,17,14,2,213,86,8,36
5,Doe,32,27.648,19,115,11,25,11,3,168,99,6,49
5,Doe,36,46.9248,27,113,5,18,15,4,207,103,3,27
5,Doe,40,75.522,30,86,10,35,9,6,157,105,5,42
5,Doe,44,104.1192,18,113,9,40,11,6,211,83,4,22
5,Doe,48,132.7164,23,91,2,40,15,10,178,115,4,25
5,Doe,52,161.3136,30,80,4,39,21,9,201,83,4,35
5,Doe,56,189.9108,21,85,4,54,11,3,236,73,2,34
5,Doe,60,218.508,42,94,2,46,14,4,199,88,1,14
5,Doe,64,247.1052,39,87,2,44,16,10,217,88,1,26
5,Doe,68,275.7024,20,71,7,44,7,8,205,99,3,40
5,Doe,72,351.628,34,90,4,31,17,3,242,80,3,20
5,Doe,76,474.924,26,75,8,43,19,7,218,88,1,38
5,Doe,80,598.22,28,61,7,51,21,9,206,87,2,31
5,Doe,84,721.516,27,67,7,66,19,7,201,91,3,24
5,Doe,88,844.812,44,50,2,61,21,5,216,93,3,33
5,Doe,92,968.108,17,73,8,60,18,3,241,83,2,22
5,Doe,96,1091.368,35,59,2,46,18,4,213,93,4,39
5,Doe,100,1214.7,46,58,2,49,19,8,209,110,0,20
5,Doe,104,1338.032,39,76,4,52,22,5,189,83,3,35
5,Doe,108,1461.364,37,73,2,56,21,9,195,107,1,12
5,Doe,112,1584.696,40,56,5,36,22,8,210,121,4,42
5,Doe,116,1703.528,32,65,0,41,23,4,223,108,2,28
5,Doe,120,1820.76,25,73,5,36,17,7,224,110,0,32
5,Doe,124,1937.992,41,85,5,45,21,6,221,89,1,24
5,Doe,128,2055.224,27,68,3,36,15,5,224,100,2,36
5,Doe,132,2172.456,40,58,2,34,19,8,234,106,2,22
5,Doe,136,2289.688,33,79,10,37,8,5,231,103,2,27
5,Doe,140,2406.92,42,70,3,35,10,8,227,94,1,30
5,Doe,144,2524.152,32,48,1,32,19,3,213,113,0,45
5,Doe,148,2641.384,43,60,1,34,22,5,222,120,1,31
5,Doe,152,2758.616,52,60,0,28,16,8,240,87,1,32
5,Doe,156,2837.688,68,63,0,50,25,9,237,113,1,30
5,Doe,161,2936.578,51,62,2,27,21,8,230,101,2,38
5,Doe,164,2995.912,60,53,3,36,21,5,203,122,0,22
5,Doe,168,3075.024,55,56,0,33,18,4,247,97,0,39
5,Doe,172,3154.136,42,56,1,31,25,5,252,81,1,26
5,Doe,176,3233.248,44,84,1,34,19,15,226,115,0,32
5,Doe,180,3312.36,52,62,0,38,24,8,209,108,2,24
5,Doe,188,3470.584,45,48,0,45,25,6,221,97,2,27
5,Doe,196,3628.808,40,57,0,45,34,8,228,91,2,27
5,Doe,200,3707.92,40,65,5,30,18,9,226,87,2,30
5,Doe,204,3787.032,54,66,2,33,22,8,249,82,1,28
5,Doe,208,3896.224,56,69,2,25,27,5,247,80,0,38
5,Doe,212,4095.636,77,51,1,22,24,3,248,71,0,46
5,Doe,216,4295.048,64,78,1,28,18,6,270,72,0,34
5,Doe,220,4494.46,75,57,1,23,14,4,253,82,0,42
5,Doe,224,4693.872,64,48,0,25,24,3,270,77,1,25
5,Doe,228,4893.284,70,74,0,32,25,6,228,79,0,45
5,Doe,232,5092.696,58,61,0,40,12,5,239,82,2,40
5,Doe,236,5292.108,60,65,0,44,16,2,197,89,1,38
5,Doe,240,5491.52,53,51,1,53,12,10,228,75,0,42
5,Doe,244,5690.932,58,58,0,83,11,4,215,91,1,44
5,Doe,248,5890.344,49,63,1,58,20,4,274,82,0,38
5,Doe,252,6089.756,70,45,2,40,16,11,234,63,1,44
5,Doe,256,6289.168,50,39,2,63,21,1,243,78,0,47
6,Green,1,-30.25,14,106,28,23,4,11,111,76,2.5,33
6,Green,3,-0.75,14,120,39,17,6,13,153,93,6,28.5
